canonical_name,long_tail,wiki_status,recommendation,n_guest_quotes,n_staff_quotes,guest_strong,guest_medium,staff_strong,staff_medium,staff_weak,guest_score,staff_score,flag_public_radio,flag_other_network,exclusion_trigger_label,exclusion_marker,summary_filter_verdict,top_guest_quote,top_guest_source,top_staff_quote,top_staff_source,subst_dedup,n_dates_dedup,span_days_dedup,npr_share,n_programs,first_date,last_date,transcript_ids
Rukmini Callimachi,0,has-page,RE-ADMIT,18,0,17,1,0,0,0,14,0,0,0,"RUKMINI CALLIMACHI, TERROR CORRESPONDENT, THE NEW YORK TIMES",CORRESPONDENT,review,"RUKMINI CALLIMACHI, ""THE NEW YORK TIMES""",label:CNN-241834;CNN-248588;CNN-262118,,,3,3,698,0.43,3,2016-03-23,2018-02-19,CNN-241834;CNN-248588;CNN-262118;CNN-411641;NPR-22432;NPR-22482;NPR-48930
Joby Warrick,0,has-page,RE-ADMIT,43,0,43,0,0,0,0,12,0,0,0,"JOBY WARRICK, NATIONAL SECURITY REPORTER, WASHINGTON POST",REPORTER,no,"JOBY WARRICK, WASHINGTON POST",label:CNN-242608;CNN-242684,,,5,5,4493,0.43,9,2006-04-12,2018-07-31,CNN-242608;CNN-242666;CNN-242684;CNN-266206;CNN-267893;CNN-270557;CNN-346414;CNN-378064;NPR-18839;NPR-21184;NPR-24927;NPR-4233;NPR-42537;NPR-977
Glenn Kessler,0,has-page,RE-ADMIT,43,2,43,0,0,1,1,12,3,0,0,"Mr. GLENN KESSLER (Diplomatic Correspondent, The Washington Post)",CORRESPONDENT,no,"GLENN KESSLER, THE FACT CHECKER COLUMNIST, ""THE WASHINGTON POST""",label:CNN-363825;CNN-368315,"GLENN KESSLER, DIPLOMATIC CORRESPONDENT",label:CNN-257525,4,4,2634,0.24,11,2005-06-14,2012-08-30,CNN-122049;CNN-176429;CNN-242407;CNN-350208;CNN-352629;CNN-363825;CNN-368267;CNN-368315;CNN-371017;CNN-371018;CNN-386277;CNN-386300;CNN-89139;NPR-1883;NPR-30946;NPR-358;NPR-44107
Jamelle Bouie,0,has-page,RE-ADMIT,24,0,24,0,0,0,0,12,0,0,0,"JAMELLE BOUIE, CHIEF POLITICAL CORRESPONDENT, SLATE",CORRESPONDENT,no,"JAMELLE BOUIE, CHIEF POLITICAL CORRESPONDENT, SLATE",label:CNN-263162;CNN-263799;CNN-267180,,,4,4,586,0.44,5,2016-01-06,2017-08-14,CNN-220800;CNN-236648;CNN-257740;CNN-258108;CNN-263615;NPR-13664;NPR-19728;NPR-20046;NPR-23155
Motoko Rich,0,has-page,RE-ADMIT,21,0,21,0,0,0,0,12,0,0,0,"Ms. MOTOKO RICH (Correspondent, The New York Times)",CORRESPONDENT,no,"Ms. MOTOKO RICH (Correspondent, The New York Times)",label:NPR-45511,,,3,3,5105,0.75,4,2005-05-09,2019-05-01,CNN-289742;NPR-10493;NPR-13024;NPR-48140
Jonathan Freedland,0,has-page,RE-ADMIT,14,1,14,0,0,0,1,12,1,0,0,"Mr. JONATHAN FREEDLAND (Reporter, The Guardian)",REPORTER,no,"Mr. JONATHAN FREEDLAND (Reporter, The Guardian)",label:NPR-13372,"And for more on that, let's bring in Guardian columnist Jonathan Freedland, who is in London.","utterance[MARY LOUISE KELLY, HOST]:NPR-9804",3,3,5078,0.6,3,2005-08-26,2019-07-22,CNN-128112;CNN-317370;NPR-15861;NPR-35458;NPR-9804
Lydia Polgreen,0,has-page,RE-ADMIT,24,0,24,0,0,0,0,12,0,0,0,"Ms. LYDIA POLGREEN (Correspondent, The New York Times)",CORRESPONDENT,no,"LYDIA POLGREEN, EDITOR-IN-CHIEF, HUFFINGTON POST",label:CNN-304153;CNN-307966;CNN-310089,,,3,3,2751,0.43,3,2006-05-26,2013-12-06,CNN-304153;CNN-307966;CNN-310089;CNN-319962;NPR-24633;NPR-29902;NPR-42341
Scott Shane,0,has-page,RE-ADMIT,23,1,23,0,0,0,1,12,1,0,0,"Mr. SCOTT SHANE (Reporter, New York Times)",REPORTER,no,"SCOTT SHANE, ""NEW YORK TIMES""",label:CNN-135128;CNN-165805,"Reporter Scott Shane has been hashing through them for the Times, and he joins us from his very busy desk today at the New York Times.","utterance[TONY COX, host]:NPR-3527",3,3,2099,0.5,5,2011-04-25,2017-01-22,CNN-135128;CNN-165802;CNN-165805;NPR-19479;NPR-2168;NPR-46173
Annabelle Gurwitch,0,has-page,RE-ADMIT,5,1,2,3,0,0,1,12,1,0,0,"ANNABELLE GURWITCH, HOST, ""MEOW TV""",HOST,no,"ANNABELLE GURWITCH, CO-AUTHOR, ""YOU SAY TOMATO, I SAY SHUT UP""",label:CNN-149434,"It's actress, writer and DAY TO DAY contributor Annabelle Gurwitch.","utterance[MADELEINE BRAND, host]:NPR-17203",3,3,645,0.62,2,2005-05-24,2007-02-28,CNN-149434;CNN-159205;CNN-160061;NPR-16064;NPR-16808;NPR-17203;NPR-1902;NPR-45623
Sabrina Tavernise,0,has-page,RE-ADMIT,13,1,13,0,0,1,0,12,2,0,0,SABRINA TAVERNISE reporting,REPORTING,no,Ms. SABRINA TAVERNISE (The New York Times),label:NPR-43317;NPR-44216,SABRINA TAVERNISE reporting,label:NPR-48986,3,3,3342,1.0,3,2005-05-24,2014-07-18,NPR-23820;NPR-43317;NPR-44216;NPR-48986
Aryn Baker,0,has-page,RE-ADMIT,12,0,12,0,0,0,0,12,0,0,0,"ARYN BAKER, CORRESPONDENT, TIME MAGAZINE",CORRESPONDENT,no,"ARYN BAKER, TIME MIDDLE EAST BUREAU CHIEF",label:CNN-206948,,,3,3,1500,0.75,3,2014-05-16,2018-06-24,CNN-206948;NPR-16112;NPR-46207;NPR-7393
Andrew Wallenstein,1,long-tail,AMBIGUOUS,47,40,36,11,2,3,35,20,16,0,0,ANDREW WALLENSTEIN reporting,REPORTER,review,"ANDREW WALLENSTEIN, ""THE HOLLYWOOD REPORTER""",label:CNN-96424;CNN-97394,"When ""30 Rock"" got started, though, our critic Andrew Wallenstein was not a big fan of Fey's performance.","utterance[ALEX COHEN, host]:NPR-8489",22,22,1974,0.86,6,2005-05-04,2010-09-29,CNN-245243;CNN-245252;CNN-245303;CNN-245355;CNN-245427;CNN-256310;CNN-256830;NPR-10078;NPR-13405;NPR-14068;NPR-14186;NPR-14252;NPR-14298;NPR-14924;NPR-15260;NPR-15564;NPR-15668;NPR-15874;NPR-15980;NPR-16511;NPR-16986;NPR-16989;NPR-17175;NPR-17266;NPR-17465
Jeff Obafemi Carr,1,long-tail,AMBIGUOUS,67,7,59,8,1,0,6,20,7,0,0,"Mr. JEFF OBAFEMI CARR (Host, ""Freestyle"")",HOST,no,"Mr. JEFF OBAFEMI CARR (Founding Artistic Director, Amun Ra Theatre)",label:NPR-47215;NPR-47886,"Guests: Mary Frances Berry, professor of history at the University of Pennsylvania; Roland Martin, executive editor of The Chicago Defender; and radio host Jeff Obafemi Carr.",summary:NPR-45324,13,13,939,1.0,1,2005-06-02,2007-12-28,NPR-12924;NPR-2283;NPR-3;NPR-31;NPR-46236;NPR-46894;NPR-47215;NPR-47370;NPR-47421;NPR-47437;NPR-47588;NPR-47858;NPR-47886;NPR-86
Begin Videotape,1,long-tail,AMBIGUOUS,187,13,17,170,12,1,0,20,14,0,1,"BEGIN VIDEOTAPE, ""THE SITUATION ROOM"") WOLF BLITZER, CNN ANCHOR",CORRESPONDENT,no,"BEGIN VIDEOTAPE, SEPTEMBER 19, 2001) HOWARD LUTNICK, CHAIRMAN & CEO, CANTOR FITZGERALD",label:CNN-40742;CNN-42611,"BEGIN VIDEOTAPE, ""THE SITUATION ROOM"") WOLF BLITZER, CNN ANCHOR",label:CNN-111535;CNN-126348,10,10,295,0.0,21,2001-01-27,2001-11-18,CNN-101166;CNN-1062;CNN-107501;CNN-107522;CNN-110721;CNN-113314;CNN-121812;CNN-12809;CNN-129465;CNN-130341;CNN-13064;CNN-13706;CNN-13908;CNN-14151;CNN-15310;CNN-15936;CNN-189764;CNN-22726;CNN-24502;CNN-25019;CNN-26264;CNN-27984;CNN-28037;CNN-28482;CNN-29032
Ruben Navarrette,1,long-tail,AMBIGUOUS,24,16,16,8,13,1,2,20,16,0,0,"RUBEN NAVARRETTE, CNN CONTRIBUTOR",COMMENTATOR,no,"RUBEN NAVARRETTE, ""DALLAS MORNING NEWS""",label:CNN-25337;CNN-68710,"RUBEN NAVARRETTE, CNN CONTRIBUTOR",label:CNN-178700;CNN-178745;CNN-178779,5,5,4343,0.13,14,2006-03-15,2018-02-03,CNN-132305;CNN-132349;CNN-138284;CNN-138295;CNN-144143;CNN-153028;CNN-170225;CNN-173172;CNN-173251;CNN-175611;CNN-177697;CNN-178641;CNN-178642;CNN-178674;CNN-178675;CNN-178700;CNN-178745;CNN-178779;CNN-178780;CNN-178787;CNN-178836;CNN-178839;CNN-178877;CNN-178880;CNN-180342
Roben Farzad,1,long-tail,AMBIGUOUS,41,1,32,9,1,0,0,20,3,0,0,"ROBEN FARZAD, BYLINE",BYLINE,no,"ROBEN FARZAD, ""SMART MONEY"" MAGAZINE",label:CNN-73568;CNN-73758;CNN-84458,"ROBEN FARZAD, BYLINE",label:NPR-14552,5,5,1149,0.26,11,2008-10-10,2011-12-03,CNN-130919;CNN-150364;CNN-221994;CNN-52887;CNN-73568;CNN-73758;CNN-77669;CNN-80163;CNN-82956;CNN-84458;CNN-88545;CNN-96891;CNN-99166;CNN-99559;NPR-13646;NPR-35077;NPR-38617;NPR-47008;NPR-5630
Tara Wall,1,long-tail,AMBIGUOUS,52,6,25,27,3,0,3,20,12,0,0,"TARA WALL, CNN POLITICAL CONTRIBUTOR",COMMENTATOR,no,"Ms. TARA WALL (Director of Outreach Communications, Republican National      Committee)",label:NPR-46656;NPR-48137,"TARA WALL, CNN POLITICAL CONTRIBUTOR",label:CNN-130311;CNN-130315;CNN-130380,3,3,435,0.06,16,2005-07-14,2006-09-22,CNN-114064;CNN-125718;CNN-125898;CNN-126240;CNN-126271;CNN-126341;CNN-126581;CNN-126811;CNN-127272;CNN-127801;CNN-128346;CNN-128358;CNN-128602;CNN-128702;CNN-128809;CNN-128892;CNN-128942;CNN-128969;CNN-128975;CNN-129178;CNN-129181;CNN-129223;CNN-129240;CNN-129434;CNN-129548
Alfonso Aguilar,1,long-tail,AMBIGUOUS,25,1,19,6,1,0,0,20,3,0,0,"ALFONSO AGUILAR, CNN LEGAL ANALYST",CNN,no,"ALFONSO AGUILAR, PRESIDENT, LATINO PARTNERSHIP FOR CONSERVATIVE PRINCIPLES",label:CNN-285784;CNN-292145;CNN-292337,"ALFONSO AGUILAR, CNN LEGAL ANALYST",label:CNN-320576,3,3,783,0.08,9,2017-08-06,2019-09-28,CNN-153674;CNN-260086;CNN-263648;CNN-264760;CNN-269078;CNN-271155;CNN-277637;CNN-285135;CNN-285784;CNN-292145;CNN-292337;CNN-292642;CNN-292907;CNN-292915;CNN-293368;CNN-301741;CNN-306566;CNN-320539;CNN-320541;CNN-320576;CNN-339832;CNN-343057;CNN-343060;CNN-347947;CNN-347948
Anyi Howell,1,long-tail,AMBIGUOUS,8,0,5,3,0,0,0,18,0,1,0,"Mr. ANYI HOWELL (Reporter, Youth Radio)",REPORTER,no,"Mr. ANYI HOWELL (Reporter, Youth Radio)",label:NPR-4653,,,3,3,584,1.0,2,2006-01-03,2007-08-10,NPR-1077;NPR-2619;NPR-46137;NPR-8224
Ruth Levy Guyer,1,long-tail,AMBIGUOUS,7,11,5,2,1,1,9,16,9,0,0,RUTH LEVY GUYER reporting,REPORTING,review,Ruth Levy Guyer is a scientist and bioethicist.,"utterance[JACKI LYDEN, host]:NPR-6938","Our commentator, Ruth Levy Guyer, communes with nature in her breezy back yard, which has her contemplating the wind.","utterance[DEBBIE ELLIOTT, host]:NPR-42228",7,7,637,1.0,1,2005-05-28,2007-02-24,NPR-41345;NPR-42018;NPR-42228;NPR-42481;NPR-43424;NPR-43783;NPR-44193;NPR-6938
Adam Entous,1,long-tail,AMBIGUOUS,67,4,66,1,4,0,0,14,12,0,0,"ADAM ENTOUS, CNN CONTRIBUTOR",REPORTER,review,"ADAM ENTOUS, ""THE WASHINGTON POST""",label:CNN-311761;CNN-314178;CNN-315206,"ADAM ENTOUS, CNN CONTRIBUTOR",label:CNN-317211;CNN-317214;CNN-318219,4,4,1016,0.08,15,2016-12-10,2019-09-22,CNN-305283;CNN-305361;CNN-305372;CNN-309210;CNN-311761;CNN-312515;CNN-312529;CNN-312876;CNN-312985;CNN-313197;CNN-314178;CNN-314427;CNN-315072;CNN-315093;CNN-315137;CNN-315139;CNN-315178;CNN-315206;CNN-317211;CNN-317214;CNN-317316;CNN-317317;CNN-317318;CNN-317320;CNN-317323
Janet Babin,1,long-tail,AMBIGUOUS,21,3,21,0,1,2,0,12,7,1,0,JANET BABIN reporting,BYLINE,no,Ms. JANET BABIN (Marketplace),label:NPR-13879,"JANET BABIN, BYLINE",label:NPR-29938,11,11,929,1.0,1,2006-04-06,2008-10-21,NPR-10275;NPR-10644;NPR-1302;NPR-1303;NPR-1307;NPR-13879;NPR-14408;NPR-14907;NPR-220;NPR-338;NPR-45000;NPR-6584;NPR-97
Marcus Mabry,1,long-tail,AMBIGUOUS,43,1,43,0,1,0,0,12,3,0,0,"MARCUS MABRY, CNN CONTRIBUTOR",CNN,no,"MARCUS MABRY, ""NEWSWEEK""",label:CNN-81109;CNN-88537;CNN-111833,"MARCUS MABRY, CNN CONTRIBUTOR",label:CNN-133618,4,4,606,0.17,10,2007-05-07,2009-01-02,CNN-111621;CNN-111657;CNN-111833;CNN-112458;CNN-126466;CNN-126617;CNN-127462;CNN-127464;CNN-128168;CNN-130855;CNN-132079;CNN-132500;CNN-133618;CNN-133680;CNN-23777;CNN-48922;CNN-81109;CNN-88537;CNN-88737;NPR-12726;NPR-1736;NPR-360;NPR-9106
Nick Miroff,1,long-tail,AMBIGUOUS,20,11,20,0,1,7,3,12,14,0,0,"NICK MIROFF, NATIONAL SECURITY REPORTER, WASHINGTON POST",BYLINE,no,"NICK MIROFF, NATIONAL SECURITY REPORTER, WASHINGTON POST",label:CNN-341007;CNN-355519;CNN-378776,"NICK MIROFF, BYLINE",label:NPR-27201;NPR-28144,4,4,1878,1.0,4,2010-09-03,2015-10-25,NPR-1696;NPR-19431;NPR-30969;NPR-33376;NPR-33673;NPR-34847
Pat Duggins,1,long-tail,AMBIGUOUS,20,2,20,0,0,1,1,12,3,1,0,PAT DUGGINS reporting,REPORTING,no,"Mr. PAT DUGGINS (Author, ""Trailblazing Mars"")",label:NPR-2163;NPR-4083,PAT DUGGINS reporting,label:NPR-16509,3,3,1147,1.0,4,2008-03-01,2011-04-22,NPR-16509;NPR-2163;NPR-40694;NPR-4083;NPR-5383
David Chanatry,1,long-tail,AMBIGUOUS,4,3,4,0,1,2,0,12,7,0,0,"DAVID CHANATRY, BYLINE",BYLINE,no,"David Chanatry of the New York Reporting Project at Utica College reports, the Dryden's ban is the issue in next week's town board elections.",summary:NPR-28601,"DAVID CHANATRY, BYLINE",label:NPR-26365;NPR-32077,3,3,1808,1.0,1,2006-11-21,2011-11-03,NPR-28601;NPR-28958;NPR-37435;NPR-39500
Desiree Cooper,1,long-tail,AMBIGUOUS,4,8,3,1,0,1,7,11,6,0,0,DESIREE COOPER reporting,REPORTING,review,Desiree Cooper is a columnist for the Detroit Free Press.,summary:NPR-43022,DESIREE COOPER reporting,label:NPR-42220;NPR-42284,5,5,329,1.0,1,2005-08-01,2006-06-26,NPR-42220;NPR-42284;NPR-43022;NPR-43212;NPR-43932
Lucy Craft,1,long-tail,AMBIGUOUS,4,10,2,2,1,4,5,10,15,0,0,"LUCY CRAFT, BYLINE",BYLINE,no,"LUCY CRAFT, FREELANCE REPORTER, TOKYO (via telephone)",label:CNN-163223,"LUCY CRAFT, BYLINE",label:NPR-26583;NPR-31307,5,4,1648,1.0,2,2006-09-05,2011-03-11,NPR-29849;NPR-31522;NPR-32129;NPR-33099;NPR-37235;NPR-37963;NPR-7241
Amelia Shaw,1,long-tail,AMBIGUOUS,4,13,1,3,0,7,6,9,12,0,0,AMELIA SHAW reporting,REPORTING,review,"Carrie Kahn, NPR correspondent Frantz-Antoine Leconte, Haitian-American writer and professor at City University of New York Madison Smartt Bell, English professor at Goucher College Amelia Shaw, UN staff worker",summary:NPR-45898,AMELIA SHAW reporting,label:NPR-14892;NPR-19046;NPR-39376,4,4,1441,1.0,6,2006-02-03,2010-01-14,NPR-14665;NPR-14666;NPR-14892;NPR-19046;NPR-39376;NPR-39413;NPR-39452;NPR-40090;NPR-42835;NPR-42901;NPR-43055;NPR-45767;NPR-45776;NPR-45898
Matt Sepic,1,long-tail,AMBIGUOUS,3,3,1,2,1,0,2,7,5,1,0,"MATT SEPIC, BYLINE",BYLINE,no,"Mr. MATT SEPIC (Reporter, KWMU)",label:NPR-14793,"MATT SEPIC, BYLINE",label:NPR-12644;NPR-14945,3,3,2846,1.0,2,2007-01-15,2014-10-31,NPR-37110;NPR-39568;NPR-7634
Jay Field,1,long-tail,AMBIGUOUS,2,9,2,0,1,8,0,6,11,0,0,"JAY FIELD, BYLINE",BYLINE,review,Maine Public Broadcasting's Jay Field and the Las Vegas Review-Journal's Steve Sebelius preview the caucuses that begin Saturday in those states.,summary:NPR-147,"JAY FIELD, BYLINE",label:NPR-147;NPR-5193;NPR-29150,4,4,1634,1.0,2,2006-10-25,2011-04-16,NPR-33840;NPR-35895;NPR-41724;NPR-43437;NPR-48316
Vicki Barker,1,long-tail,AMBIGUOUS,1,18,1,0,1,17,0,3,11,0,0,"VICKI BARKER, BYLINE",BYLINE,no,"But Europe's financial center lies in London, and as Vicki Barker reports, the British government is likely to veto such a plan.","utterance[DAVID GREENE, Host]:NPR-28783","VICKI BARKER, BYLINE",label:NPR-6905;NPR-13054;NPR-13060,11,11,1247,1.0,3,2008-04-03,2011-09-02,NPR-14373;NPR-28783;NPR-28828;NPR-28896;NPR-30604;NPR-30626;NPR-30959;NPR-31281;NPR-31616;NPR-31968;NPR-32576;NPR-32582;NPR-32799;NPR-32816;NPR-33359;NPR-33395;NPR-33726;NPR-34972;NPR-35645;NPR-35910;NPR-36190;NPR-40473
Keegan Hamilton,1,long-tail,AMBIGUOUS,1,3,0,1,0,1,2,2,4,0,0,"KEEGAN HAMILTON, VICE REPORTER",REPORTER,no,NPR's Steve Inskeep talks to Keegan Hamilton of Vice News about the power vacuum he leaves behind.,summary:NPR-9874,"KEEGAN HAMILTON, VICE REPORTER",label:CNN-361080,3,3,188,1.0,1,2019-01-11,2019-07-18,NPR-426;NPR-777;NPR-9874
John Mccann,0,has-page-fuzzy,AMBIGUOUS,25,34,16,9,1,1,32,20,9,0,0,JOHN McCANN reporting,COMMENTATOR,review,"Mr. JOHN MCCANN (Columnist, The Herald-Sun)",label:NPR-3090;NPR-3794;NPR-4079,"As it carries on its mission, our commentator John McCann wonders whether the billions of dollars spent on this shuttle mission could have been utilized better.","utterance[ED GORDON, host]:NPR-47373",21,21,844,0.77,3,2005-09-29,2008-01-21,CNN-116766;CNN-119692;CNN-119903;CNN-119905;CNN-119907;CNN-119909;CNN-119915;NPR-12723;NPR-1859;NPR-2561;NPR-2737;NPR-3090;NPR-3099;NPR-3434;NPR-3633;NPR-3794;NPR-4079;NPR-4435;NPR-44452;NPR-44548;NPR-44976;NPR-45179;NPR-45311;NPR-45835;NPR-46641
Howard Bryant,0,has-page,AMBIGUOUS,72,1,66,6,1,0,0,20,3,0,1,"HOWARD BRYANT, BYLINE",BYLINE,no,"Mr. HOWARD BRYANT (Senior Writer, ESPN.com)",label:NPR-15237;NPR-17723,"HOWARD BRYANT, BYLINE",label:NPR-8870;NPR-20760,21,21,3810,0.96,3,2005-08-11,2016-01-16,CNN-409358;NPR-11779;NPR-12217;NPR-12313;NPR-13524;NPR-13770;NPR-13954;NPR-14336;NPR-14437;NPR-15237;NPR-16053;NPR-16460;NPR-16651;NPR-16653;NPR-16918;NPR-17319;NPR-17590;NPR-17712;NPR-17723;NPR-17810;NPR-47006;NPR-47011;NPR-47015;NPR-6411
Lester Spence,0,has-page,AMBIGUOUS,29,18,24,5,1,1,16,20,9,0,0,LESTER SPENCE reporting,REPORTING,review,"Professor LESTER SPENCE (Political Science, Johns Hopkins University)",label:NPR-2476;NPR-2988;NPR-3083,"A new film company aimed at black audiences is in the works, but its giving our commentator Lester Spence a sense of déjà vu.","utterance[TONY COX, host]:NPR-3972",18,18,1787,1.0,3,2005-09-06,2010-07-29,NPR-22067;NPR-2476;NPR-2988;NPR-3083;NPR-3157;NPR-35032;NPR-3776;NPR-3785;NPR-3909;NPR-3972;NPR-4209;NPR-4306;NPR-44557;NPR-46907;NPR-47042;NPR-47294;NPR-4927;NPR-5128;NPR-5274;NPR-6797;NPR-7319;NPR-7654
John Feinstein,0,has-page,AMBIGUOUS,45,14,27,18,0,1,13,20,6,0,0,JOHN FEINSTEIN reporting,COMMENTATOR,review,"JOHN FEINSTEIN, AUTHOR, ""THE MAJORS""",label:CNN-2460;CNN-10220;CNN-12450,JOHN FEINSTEIN reporting,label:NPR-7589;NPR-38082;NPR-39257,17,17,3923,0.49,20,2005-06-16,2016-03-13,CNN-10220;CNN-12450;CNN-15594;CNN-15628;CNN-15652;CNN-19794;CNN-2460;CNN-27738;CNN-28108;CNN-31455;CNN-4801;CNN-49383;CNN-63071;CNN-63805;CNN-64225;CNN-71174;CNN-72237;CNN-77723;CNN-8107;CNN-8195;CNN-87527;CNN-9803;NPR-17378;NPR-22587;NPR-32235
Betty Baye,0,has-page-fuzzy,AMBIGUOUS,21,39,17,4,0,0,39,20,4,0,0,Ms. BETTY BAYE (Commentator),COMMENTATOR,review,"Ms. BETTY BAYE (Columnist, The Courier-Journal, Louisville, Kentucky)",label:NPR-4713;NPR-5139;NPR-5216,Ms. BETTY BAYE (Commentator),label:NPR-45875,15,15,814,1.0,1,2005-07-06,2007-09-28,NPR-2010;NPR-2732;NPR-31;NPR-3166;NPR-44453;NPR-44644;NPR-44777;NPR-4556;NPR-45983;NPR-46133;NPR-46156;NPR-46532;NPR-4713;NPR-47203;NPR-47368;NPR-47594;NPR-47610;NPR-47916;NPR-4988;NPR-5139;NPR-5216;NPR-5272;NPR-5960;NPR-6365;NPR-657
Daria Dolan,0,has-page,AMBIGUOUS,21,3,4,17,3,0,0,20,9,0,0,"DARIA DOLAN, CO-HOST, ""DOLANS UNSCRIPTED""",HOST,no,"DARIA DOLAN, PERSONAL FINANCE AUTHOR",label:CNN-144088;CNN-144117,"DARIA DOLAN, CO-HOST",label:CNN-92091;CNN-92280;CNN-92469,14,12,2429,0.0,5,2005-04-23,2011-12-17,CNN-144088;CNN-144117;CNN-145988;CNN-145990;CNN-146208;CNN-146837;CNN-146871;CNN-147276;CNN-147524;CNN-150327;CNN-150328;CNN-150744;CNN-150749;CNN-153299;CNN-158770;CNN-159064;CNN-161150;CNN-161151;CNN-161205;CNN-162609;CNN-162613;CNN-165514;CNN-166165;CNN-166775;CNN-166776
Melissa Harris-Lacewell,0,has-page,AMBIGUOUS,60,4,56,4,0,1,3,20,5,0,0,"MELISSA HARRIS-LACEWELL, reporting",REPORTING,no,"Professor MELISSA HARRIS-LACEWELL (Politics and African-American Studies, Princeton University)",label:NPR-1852;NPR-2533;NPR-6427,"MELISSA HARRIS-LACEWELL, reporting",label:NPR-45451,14,14,1538,0.59,6,2006-01-23,2010-04-10,CNN-116320;CNN-125015;CNN-126307;CNN-126309;CNN-126310;CNN-132806;CNN-133894;CNN-134063;CNN-134253;CNN-134255;CNN-134500;CNN-137632;NPR-12922;NPR-1852;NPR-2182;NPR-2311;NPR-2312;NPR-2479;NPR-2533;NPR-2804;NPR-3304;NPR-35712;NPR-45451;NPR-4555;NPR-45579
Reihan Salam,0,has-page,AMBIGUOUS,60,4,55,5,4,0,0,20,12,0,0,"REIHAN SALAM, CNN CONTRIBUTOR",CORRESPONDENT,no,"REIHAN SALAM, CO-AUTHOR, ""GRAND NEW PARTY""",label:CNN-170238;CNN-179499;CNN-179504,"REIHAN SALAM, CNN CONTRIBUTOR",label:CNN-187276;CNN-187808;CNN-188042,10,10,3762,0.15,16,2008-09-02,2018-12-21,CNN-138557;CNN-141035;CNN-141233;CNN-147848;CNN-147852;CNN-149875;CNN-154541;CNN-154940;CNN-156519;CNN-157450;CNN-170238;CNN-178005;CNN-179499;CNN-179504;CNN-180404;CNN-180724;CNN-181147;CNN-181384;CNN-182542;CNN-182673;CNN-183013;CNN-183215;CNN-183751;CNN-183810;CNN-183877
Jon Wertheim,0,has-page,AMBIGUOUS,71,2,67,4,2,0,0,20,6,0,0,"JON WERTHEIM, SENIOR INVESTIGATIVE REPORTER, SPORTS ILLUSTRATED",REPORTER,no,"JON WERTHEIM, SENIOR INVESTIGATIVE REPORTER, SPORTS ILLUSTRATED",label:CNN-166204;CNN-174972;CNN-175813,"JON WERTHEIM, CNN SPORTS ILLUSTRATED",label:CNN-14846,10,10,3748,0.24,19,2008-07-06,2018-10-10,CNN-123664;CNN-125353;CNN-145478;CNN-145573;CNN-145576;CNN-145579;CNN-14846;CNN-153132;CNN-164253;CNN-164925;CNN-165856;CNN-166535;CNN-169876;CNN-172162;CNN-172172;CNN-173360;CNN-174997;CNN-176668;CNN-176669;CNN-182309;CNN-185330;CNN-204277;CNN-204395;CNN-204412;CNN-212960
Callie Crossley,0,has-page,AMBIGUOUS,71,3,66,5,1,0,2,20,5,1,0,"Ms. CALLIE CROSSLEY (Social and Cultural Commentator, Beat the Press)",COMMENTATOR,no,"Ms. CALLIE CROSSLEY (Social and Cultural Commentator, Beat the Press)",label:NPR-2009;NPR-4294;NPR-4473,"CALLIE CROSSLEY, NPR COMMENTATOR",label:CNN-62333,10,10,258,0.86,4,2005-05-12,2006-01-25,CNN-120456;CNN-97452;NPR-18090;NPR-45868;NPR-46342;NPR-46378;NPR-46476;NPR-46637;NPR-46869;NPR-47407;NPR-47555;NPR-47905;NPR-47976;NPR-48138
Todd Boyd,0,has-page,AMBIGUOUS,40,17,35,5,0,0,17,20,4,0,0,Mr. TODD BOYD (Commentator),COMMENTATOR,review,"TODD BOYD, UNIVERSITY OF SOUTHERN CALIFORNIA",label:CNN-26840;CNN-140782;CNN-140877,Mr. TODD BOYD (Commentator),label:NPR-4439,10,10,897,0.41,10,2005-05-23,2007-11-06,CNN-112628;CNN-140782;CNN-140877;CNN-145787;CNN-148055;CNN-263635;CNN-26840;CNN-32392;CNN-35162;CNN-359299;CNN-359344;CNN-375350;CNN-375369;CNN-375483;CNN-376037;CNN-38654;CNN-43403;NPR-2402;NPR-3976;NPR-4095;NPR-4296;NPR-4427;NPR-46864;NPR-47148;NPR-47298
Linda Chavez,0,has-page,AMBIGUOUS,53,4,47,6,0,0,4,20,4,0,0,"LINDA CHAVEZ, CONSERVATIVE COMMENTATOR",COMMENTATOR,no,"LINDA CHAVEZ, FORMER LABOR SECRETARY NOMINEE",label:CNN-23230;CNN-23233;CNN-23292,"LINDA CHAVEZ, CONSERVATIVE COMMENTATOR",label:CNN-386300,9,9,980,0.17,21,2010-05-24,2013-01-28,CNN-22850;CNN-22911;CNN-23153;CNN-23230;CNN-23233;CNN-23235;CNN-23284;CNN-23291;CNN-23292;CNN-23300;CNN-23301;CNN-23309;CNN-23325;CNN-23333;CNN-23339;CNN-23348;CNN-23362;CNN-23450;CNN-23458;CNN-23536;CNN-23556;CNN-296432;CNN-318108;CNN-331539;CNN-334244
